,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
26421,1,Internet,RoundTrip,62,3,4,6,CGKMEL,Indonesia,0,1,1,8.83,0
26422,1,Internet,RoundTrip,67,3,3,7,CGKMEL,Thailand,0,0,0,8.83,1
26423,2,Mobile,RoundTrip,170,3,1,7,CGKMEL,Indonesia,1,0,0,8.83,1
26424,1,Mobile,RoundTrip,368,3,7,7,CGKMEL,Indonesia,0,0,0,8.83,0
26425,1,Internet,RoundTrip,150,3,7,2,CGKMEL,Australia,1,0,0,8.83,0
26426,2,Internet,RoundTrip,22,3,8,2,CGKMEL,Australia,0,0,0,8.83,0
26427,2,Internet,RoundTrip,31,3,15,7,CGKMEL,Indonesia,1,1,1,8.83,0
26428,2,Internet,RoundTrip,7,3,11,2,CGKOOL,Indonesia,1,0,0,8.83,0
26429,1,Internet,RoundTrip,18,3,2,7,CGKOOL,Indonesia,1,1,0,8.83,0
26430,1,Internet,RoundTrip,32,3,7,1,CGKOOL,Indonesia,0,1,0,8.83,0
26431,1,Internet,RoundTrip,9,3,4,2,CGKOOL,Indonesia,1,1,0,8.83,0
26432,1,Mobile,RoundTrip,21,3,2,4,CGKOOL,United States,0,0,0,8.83,0
26433,2,Internet,RoundTrip,234,3,16,1,CGKPEK,Indonesia,0,0,0,6.42,0
26434,3,Internet,RoundTrip,395,3,6,4,CGKPEK,Malaysia,0,0,0,6.42,0
26435,2,Internet,RoundTrip,343,3,10,4,CGKPEK,Indonesia,0,0,0,6.42,1
26436,1,Internet,RoundTrip,17,3,8,2,CGKPEK,Indonesia,0,0,0,6.42,1
26437,3,Internet,RoundTrip,229,3,10,1,CGKPEK,Indonesia,1,0,1,6.42,0
26438,1,Mobile,RoundTrip,27,3,13,5,CGKPEK,China,0,0,0,6.42,0
26439,1,Internet,RoundTrip,11,3,7,2,CGKPEK,Indonesia,1,0,0,6.42,0
26440,1,Internet,RoundTrip,164,3,13,4,CGKPEK,Indonesia,0,0,0,6.42,0
26441,2,Internet,RoundTrip,249,3,17,6,CGKPEK,Indonesia,1,1,1,6.42,0
26442,1,Internet,RoundTrip,424,3,17,7,CGKPEK,Indonesia,0,0,0,6.42,1
26443,1,Mobile,RoundTrip,316,3,3,7,CGKPEK,Indonesia,1,1,1,6.42,0
26444,1,Internet,RoundTrip,284,3,2,1,CGKPEK,Indonesia,0,0,0,6.42,0
26445,2,Internet,RoundTrip,208,3,4,2,CGKPER,Indonesia,1,0,0,5.62,0
26446,1,Mobile,RoundTrip,32,3,11,1,CGKPER,Australia,1,0,0,5.62,0
26447,1,Internet,RoundTrip,2,3,7,2,CGKPER,Indonesia,0,1,1,5.62,1
26448,2,Internet,RoundTrip,12,3,14,3,CGKPER,Australia,0,1,0,5.62,0
26449,4,Mobile,RoundTrip,67,3,6,3,CGKPER,Japan,1,1,0,5.62,0
26450,1,Internet,RoundTrip,20,3,12,7,CGKPER,Sweden,1,1,1,5.62,0
26451,1,Internet,RoundTrip,0,3,17,6,CGKPER,Australia,0,0,0,5.62,0
26452,1,Internet,RoundTrip,2,3,4,2,CGKPER,United States,1,1,0,5.62,0
26453,1,Internet,RoundTrip,7,3,17,2,CGKPER,Canada,1,0,0,5.62,0
26454,1,Internet,RoundTrip,17,3,10,3,CGKPER,Australia,0,0,0,5.62,0
26455,2,Internet,RoundTrip,323,3,1,2,CGKPER,Indonesia,1,0,0,5.62,0
26456,2,Internet,RoundTrip,323,3,0,2,CGKPER,Indonesia,1,1,0,5.62,0
26457,1,Internet,RoundTrip,36,3,5,6,CGKPUS,Indonesia,0,0,0,6.33,0
26458,1,Internet,RoundTrip,35,3,3,3,CGKPUS,South Korea,0,1,1,6.33,0
26459,1,Internet,RoundTrip,40,3,12,2,CGKPUS,Indonesia,0,0,0,6.33,0
26460,1,Internet,RoundTrip,14,3,6,4,CGKPUS,Malaysia,0,0,1,6.33,0
26461,1,Internet,RoundTrip,9,3,9,2,CGKPUS,Indonesia,0,1,1,6.33,0
26462,1,Internet,RoundTrip,39,3,16,3,CGKPUS,Indonesia,0,0,0,6.33,0
26463,1,Internet,RoundTrip,5,3,3,5,CGKPUS,South Korea,1,0,1,6.33,0
26464,1,Internet,RoundTrip,8,3,12,2,CGKPUS,South Korea,1,0,0,6.33,0
26465,2,Internet,RoundTrip,8,3,5,1,CGKPUS,Indonesia,1,0,1,6.33,0
26466,1,Internet,RoundTrip,18,3,12,3,CGKPUS,Indonesia,0,1,1,6.33,1
26467,2,Internet,RoundTrip,16,3,18,5,CGKPUS,Taiwan,1,0,1,6.33,0
26468,1,Internet,RoundTrip,6,3,15,4,CGKPVG,Indonesia,1,1,1,5.33,1
26469,1,Internet,RoundTrip,10,3,7,4,CGKPVG,China,1,1,1,5.33,1
26470,1,Internet,RoundTrip,5,3,8,4,CGKPVG,Indonesia,0,0,1,5.33,1
26471,1,Internet,RoundTrip,171,3,4,1,CGKPVG,China,0,0,0,5.33,0
26472,1,Internet,RoundTrip,1,3,13,6,CGKPVG,China,0,0,0,5.33,0
26473,2,Mobile,RoundTrip,1,3,22,4,CGKPVG,Indonesia,1,0,0,5.33,0
26474,1,Internet,RoundTrip,1,3,15,1,CGKPVG,China,0,0,0,5.33,0
26475,1,Internet,RoundTrip,29,3,4,4,CGKPVG,Japan,0,0,0,5.33,0
26476,1,Internet,RoundTrip,0,3,3,4,CGKPVG,Indonesia,0,0,0,5.33,0
26477,1,Internet,RoundTrip,21,3,4,5,CGKPVG,Japan,0,0,0,5.33,0
26478,2,Internet,RoundTrip,62,3,5,6,CGKPVG,Japan,0,0,0,5.33,1
26479,1,Internet,RoundTrip,64,3,17,4,CGKPVG,United States,1,0,0,5.33,1
26480,1,Internet,RoundTrip,50,3,3,3,CGKPVG,China,0,1,0,5.33,0
26481,1,Internet,RoundTrip,8,3,10,7,CGKPVG,China,1,0,0,5.33,0
26482,1,Internet,RoundTrip,78,3,17,3,CGKPVG,China,0,0,1,5.33,0
26483,3,Mobile,RoundTrip,15,3,17,6,CGKSYD,Indonesia,0,1,0,8.58,0
26484,1,Internet,RoundTrip,22,3,5,2,CGKSYD,Australia,0,0,0,8.58,0
26485,1,Internet,RoundTrip,20,3,2,5,CGKSYD,Australia,0,0,0,8.58,0
26486,2,Internet,RoundTrip,33,3,8,6,CGKSYD,Australia,1,1,1,8.58,0
26487,1,Internet,RoundTrip,47,3,2,6,CGKSYD,Australia,0,0,0,8.58,0
26488,1,Internet,RoundTrip,93,3,14,2,CGKSYD,Australia,0,0,0,8.58,0
26489,1,Internet,RoundTrip,4,3,9,5,CGKSYD,Australia,0,0,0,8.58,0
26490,1,Internet,RoundTrip,52,3,12,1,CGKSYD,Australia,0,0,0,8.58,0
26491,1,Internet,RoundTrip,5,3,2,2,CGKTPE,Taiwan,1,0,0,4.67,0
26492,1,Internet,RoundTrip,2,3,3,4,CGKTPE,Taiwan,0,1,0,4.67,0
26493,1,Internet,RoundTrip,170,3,16,2,CGKTPE,Indonesia,0,0,1,4.67,1
26494,1,Internet,RoundTrip,38,3,13,1,CGKTPE,Taiwan,0,0,0,4.67,0
26495,2,Internet,RoundTrip,117,3,11,6,CGKTPE,Indonesia,1,1,1,4.67,0
26496,1,Internet,RoundTrip,44,3,13,3,CGKTPE,Taiwan,0,0,0,4.67,1
26497,1,Mobile,RoundTrip,96,3,15,7,CGKTPE,Taiwan,0,0,0,4.67,0
26498,1,Internet,RoundTrip,109,3,17,1,CGKTPE,Taiwan,1,0,0,4.67,0
26499,1,Internet,RoundTrip,172,3,3,1,CGKTPE,Indonesia,1,0,1,4.67,0
26500,2,Internet,RoundTrip,30,3,11,1,CGKTPE,Indonesia,1,0,0,4.67,0
26501,1,Internet,RoundTrip,29,3,16,3,CGKTPE,Taiwan,0,0,1,4.67,0
26502,1,Internet,RoundTrip,21,3,3,5,CGKTPE,Indonesia,0,0,1,4.67,1
26503,1,Internet,RoundTrip,9,3,20,3,CGKTPE,Canada,0,0,0,4.67,0
26504,2,Internet,RoundTrip,0,3,9,4,CGKTPE,Taiwan,0,1,0,4.67,0
26505,5,Internet,RoundTrip,22,3,2,2,CGKWUH,Indonesia,1,0,0,5.13,0
26506,1,Internet,RoundTrip,7,3,21,5,CGKXIY,Indonesia,0,0,1,5.0,1
26507,1,Internet,RoundTrip,1,3,9,2,CGKXIY,China,1,0,1,5.0,0
26508,1,Internet,RoundTrip,5,3,15,7,CGKXIY,Indonesia,0,0,1,5.0,0
26509,1,Internet,RoundTrip,4,3,8,1,CGKXIY,Indonesia,0,0,1,5.0,1
26510,1,Internet,RoundTrip,31,3,16,1,CKGKCH,Singapore,1,1,1,4.83,1
26511,1,Mobile,RoundTrip,26,3,0,1,CKGSYD,Australia,1,0,0,8.58,0
26512,1,Mobile,RoundTrip,13,3,17,6,CMBHND,Japan,0,0,0,7.57,0
26513,1,Mobile,RoundTrip,101,3,2,7,CMBHND,Japan,1,0,0,7.57,0
26514,2,Mobile,RoundTrip,131,3,7,7,CMBHND,Japan,0,1,1,7.57,0
26515,1,Internet,RoundTrip,6,3,5,4,CMBICN,South Korea,0,0,1,6.62,0
26516,1,Internet,RoundTrip,24,3,7,2,CMBICN,South Korea,0,0,1,6.62,0
26517,4,Internet,RoundTrip,67,3,11,4,CMBICN,South Korea,1,0,0,6.62,0
26518,1,Mobile,RoundTrip,12,3,16,6,CMBICN,Sri Lanka,0,0,0,6.62,0
26519,1,Internet,RoundTrip,10,3,15,7,CMBICN,Sri Lanka,0,0,1,6.62,0
26520,1,Internet,RoundTrip,11,3,6,7,CMBKIX,Japan,0,0,0,7.0,0
26521,1,Mobile,RoundTrip,41,3,3,4,CMBKIX,Japan,1,0,1,7.0,0
26522,1,Mobile,RoundTrip,334,3,20,6,CMBKIX,Japan,0,1,0,7.0,0
26523,1,Mobile,RoundTrip,103,3,23,1,CMBKIX,Japan,0,0,0,7.0,0
26524,2,Internet,RoundTrip,202,3,5,7,CMBKIX,Japan,0,0,0,7.0,0
26525,2,Mobile,RoundTrip,3,3,6,5,CMBKIX,Japan,0,0,0,7.0,0
26526,1,Internet,RoundTrip,12,3,2,3,CMBKIX,Japan,1,0,0,7.0,0
26527,1,Internet,RoundTrip,205,3,9,2,CMBKIX,Japan,0,0,0,7.0,0
26528,1,Mobile,RoundTrip,27,3,10,2,CMBKIX,Japan,1,0,1,7.0,0
26529,1,Internet,RoundTrip,19,3,16,3,CMBKIX,Japan,0,0,0,7.0,0
26530,1,Mobile,RoundTrip,38,3,14,5,CMBKIX,Japan,0,0,0,7.0,0
26531,1,Internet,RoundTrip,8,3,13,3,CMBMEL,Australia,0,0,1,8.83,0
26532,1,Internet,RoundTrip,3,3,12,2,CMBMEL,Australia,0,0,0,8.83,0
26533,1,Internet,RoundTrip,114,3,4,1,CMBMEL,Sri Lanka,1,1,1,8.83,0
26534,1,Internet,RoundTrip,11,3,15,2,CMBMEL,Sri Lanka,0,1,1,8.83,0
26535,1,Internet,RoundTrip,39,3,0,5,CMBMEL,Australia,1,1,0,8.83,0
26536,1,Internet,RoundTrip,9,3,11,3,CMBOOL,Australia,0,0,1,8.83,1
26537,1,Internet,RoundTrip,23,3,11,3,CMBOOL,Sri Lanka,1,1,1,8.83,0
26538,1,Internet,RoundTrip,27,3,5,5,CMBPER,Sri Lanka,0,1,1,5.62,0
26539,1,Internet,RoundTrip,16,3,3,2,CMBPER,Australia,1,0,1,5.62,0
26540,1,Internet,RoundTrip,3,3,9,1,CMBSYD,Australia,0,0,1,8.58,0
26541,1,Internet,RoundTrip,60,3,7,4,CMBSYD,Australia,1,0,1,8.58,0
26542,1,Internet,RoundTrip,2,3,2,3,CMBSYD,Australia,0,1,1,8.58,0
26543,2,Internet,RoundTrip,17,3,9,1,CMBSYD,United States,1,1,1,8.58,0
26544,1,Internet,RoundTrip,93,3,9,2,CMBSYD,Australia,0,0,0,8.58,0
26545,1,Internet,RoundTrip,42,3,11,4,CMBSYD,Australia,0,0,1,8.58,0
26546,1,Mobile,RoundTrip,12,3,10,5,CMBSYD,Australia,1,1,1,8.58,0
26547,1,Internet,RoundTrip,47,3,8,7,CNXHND,Japan,0,0,0,7.57,0
26548,2,Internet,RoundTrip,115,3,11,1,CNXHND,Japan,0,0,0,7.57,0
26549,1,Mobile,RoundTrip,142,3,23,3,CNXHND,Japan,0,0,0,7.57,0
26550,1,Internet,RoundTrip,229,3,15,1,CNXICN,South Korea,0,0,0,6.62,0
26551,1,Internet,RoundTrip,81,3,13,7,CNXKIX,Japan,1,1,0,7.0,0
26552,2,Internet,RoundTrip,250,3,1,4,CNXKIX,Thailand,1,0,0,7.0,0
26553,1,Internet,RoundTrip,301,3,4,2,CNXKIX,Thailand,0,0,0,7.0,1
26554,1,Mobile,RoundTrip,0,3,8,7,CNXKIX,Japan,0,1,0,7.0,0
26555,1,Internet,RoundTrip,48,3,20,2,CNXKIX,Japan,0,0,1,7.0,0
26556,2,Mobile,RoundTrip,313,3,17,7,CNXKIX,Thailand,1,1,0,7.0,0
26557,2,Mobile,RoundTrip,93,3,9,2,CNXKIX,Japan,0,0,0,7.0,0
26558,2,Internet,RoundTrip,4,3,6,5,CNXMEL,Thailand,0,1,0,8.83,0
26559,1,Internet,RoundTrip,27,3,5,3,CNXMEL,Australia,1,0,1,8.83,1
26560,2,Internet,RoundTrip,12,3,4,5,CNXOOL,Australia,0,0,0,8.83,0
26561,2,Internet,RoundTrip,323,3,4,2,CNXPEK,Thailand,0,0,1,6.42,0
26562,2,Internet,RoundTrip,135,3,6,2,CNXPER,Thailand,1,1,1,5.62,0
26563,2,Mobile,RoundTrip,114,3,13,2,CNXPER,Thailand,1,1,1,5.62,0
26564,2,Internet,RoundTrip,25,3,2,1,CNXPVG,China,1,0,0,5.33,1
26565,1,Internet,RoundTrip,89,3,5,3,CNXSYD,Thailand,0,1,1,8.58,0
26566,2,Internet,RoundTrip,9,3,7,5,CNXTPE,Canada,0,1,0,4.67,0
26567,1,Internet,RoundTrip,14,3,11,1,CNXTPE,Taiwan,0,0,0,4.67,0
26568,1,Internet,RoundTrip,4,3,19,5,CNXTPE,Vietnam,0,0,0,4.67,0
26569,1,Internet,RoundTrip,15,3,16,1,CNXTPE,Taiwan,0,0,1,4.67,0
26570,1,Internet,RoundTrip,258,3,6,7,COKHGH,China,1,0,0,5.07,0
26571,1,Internet,RoundTrip,102,3,1,2,COKICN,South Korea,1,0,1,6.62,0
26572,1,Internet,RoundTrip,60,3,11,7,COKKIX,Japan,1,0,1,7.0,0
26573,4,Internet,RoundTrip,96,3,9,3,COKMEL,India,0,0,1,8.83,1
26574,3,Internet,RoundTrip,39,3,17,3,COKMEL,India,1,0,1,8.83,0
26575,1,Internet,RoundTrip,5,3,9,6,COKMEL,Australia,1,1,1,8.83,0
26576,2,Internet,RoundTrip,1,3,23,1,COKMEL,Australia,0,0,0,8.83,0
26577,3,Internet,RoundTrip,7,3,8,4,COKMEL,Australia,0,0,1,8.83,0
26578,1,Internet,RoundTrip,4,3,16,6,COKMEL,Australia,0,0,1,8.83,0
26579,1,Internet,RoundTrip,6,3,11,5,COKOOL,Australia,1,1,1,8.83,0
26580,3,Internet,RoundTrip,2,3,18,4,COKPER,India,0,1,0,5.62,1
26581,1,Internet,RoundTrip,11,3,7,1,COKPER,Australia,0,0,1,5.62,0
26582,1,Internet,RoundTrip,1,3,16,5,COKPER,Australia,1,0,1,5.62,0
26583,3,Mobile,RoundTrip,3,3,7,3,COKPER,India,0,1,1,5.62,0
26584,2,Internet,RoundTrip,2,3,14,4,COKPER,Australia,1,1,0,5.62,0
26585,1,Internet,RoundTrip,60,3,9,7,COKPER,Australia,0,0,0,5.62,0
26586,1,Internet,RoundTrip,8,3,14,4,COKPER,Australia,0,0,0,5.62,0
26587,1,Internet,RoundTrip,6,3,1,5,COKPER,Australia,0,0,1,5.62,0
26588,1,Internet,RoundTrip,10,3,10,1,COKSYD,Australia,0,0,0,8.58,0
26589,1,Internet,RoundTrip,43,3,13,4,COKSYD,Australia,0,0,0,8.58,0
26590,1,Internet,RoundTrip,1,3,11,6,COKSYD,Australia,0,1,1,8.58,0
26591,1,Internet,RoundTrip,23,3,12,1,COKSYD,Australia,1,0,0,8.58,0
26592,2,Internet,RoundTrip,46,3,4,7,COKSYD,Australia,0,1,1,8.58,0
26593,1,Internet,RoundTrip,1,3,8,4,COKSYD,Australia,0,0,1,8.58,0
26594,1,Internet,RoundTrip,133,3,10,6,COKTPE,Taiwan,0,0,0,4.67,0
26595,1,Mobile,RoundTrip,135,3,13,6,COKTPE,Japan,0,0,0,4.67,0
26596,1,Internet,RoundTrip,96,3,10,2,COKTPE,United Kingdom,0,0,1,4.67,0
26597,1,Mobile,RoundTrip,33,3,13,5,CTSDMK,Japan,1,1,1,8.67,0
26598,1,Internet,RoundTrip,57,3,10,7,CTSDMK,Japan,1,0,0,8.67,0
26599,2,Internet,RoundTrip,249,3,2,7,CTSDMK,Thailand,0,1,0,8.67,0
26600,2,Internet,RoundTrip,32,3,12,4,CTSDMK,Japan,1,1,0,8.67,0
26601,2,Internet,RoundTrip,73,3,1,2,CTSDMK,Thailand,1,1,0,8.67,1
26602,1,Internet,RoundTrip,38,3,1,7,CTSDMK,Japan,0,0,0,8.67,0
26603,1,Internet,RoundTrip,9,3,14,2,CTSDMK,Japan,0,0,1,8.67,0
26604,1,Internet,RoundTrip,14,3,15,4,CTSDMK,Thailand,0,0,0,8.67,0
26605,1,Internet,RoundTrip,2,3,16,1,CTSDPS,Japan,0,0,0,8.67,0
26606,2,Internet,RoundTrip,21,3,2,3,CTSDPS,Japan,1,1,1,8.67,0
26607,1,Internet,RoundTrip,53,3,15,7,CTSLGK,Japan,0,0,1,8.67,0
26608,1,Mobile,RoundTrip,236,3,13,1,CTSLGK,Japan,1,1,1,8.67,0
26609,4,Mobile,RoundTrip,97,3,16,7,CTSLGK,Japan,1,1,1,8.67,0
26610,2,Internet,RoundTrip,9,3,12,1,CTSLGK,Japan,0,0,1,8.67,0
26611,2,Internet,RoundTrip,19,3,12,5,CTSLGK,Japan,0,0,1,8.67,0
26612,1,Internet,RoundTrip,33,3,21,5,CTSMEL,Japan,0,0,0,8.83,0
26613,1,Internet,RoundTrip,54,3,4,7,CTSOOL,Japan,1,0,1,8.83,1
26614,1,Internet,RoundTrip,91,3,12,5,CTSOOL,Japan,0,0,0,8.83,0
26615,1,Internet,RoundTrip,9,3,8,2,CTSPEN,Japan,0,1,1,8.67,0
26616,1,Internet,RoundTrip,7,3,1,6,CTSPEN,Japan,1,1,1,8.67,0
26617,1,Internet,RoundTrip,155,3,2,4,CTSPER,Japan,1,0,1,8.67,0
26618,1,Mobile,RoundTrip,25,3,17,6,CTSSGN,Japan,0,0,0,8.67,0
26619,1,Internet,RoundTrip,10,3,7,7,CTSSIN,Japan,0,0,0,8.67,0
26620,2,Internet,RoundTrip,7,3,16,6,CTSSIN,Japan,1,1,1,8.67,0
26621,1,Internet,RoundTrip,107,3,10,4,CTSSIN,Japan,1,1,1,8.67,0
26622,1,Internet,RoundTrip,22,3,14,2,CTSSIN,Japan,0,1,0,8.67,0
26623,1,Internet,RoundTrip,8,3,14,3,CTSSIN,Singapore,0,0,1,8.67,0
26624,3,Internet,RoundTrip,9,3,1,5,CTSSUB,Japan,1,1,1,8.67,0
26625,2,Internet,RoundTrip,28,3,14,3,CTSSYD,Japan,0,0,0,8.67,0
26626,2,Internet,RoundTrip,31,3,6,5,CTUDPS,China,0,0,0,4.72,0
26627,1,Internet,RoundTrip,78,3,23,3,CTUDPS,United States,0,0,1,4.72,0
26628,1,Internet,RoundTrip,15,3,7,7,CTUHKT,China,0,0,0,4.72,1
26629,1,Internet,RoundTrip,104,3,0,6,CTUJHB,Malaysia,0,0,0,4.72,0
26630,2,Internet,RoundTrip,0,3,8,5,CTUJHB,Malaysia,1,0,0,4.72,1
26631,1,Internet,RoundTrip,1,3,2,4,CTUJHB,Malaysia,1,0,1,4.72,1
26632,1,Internet,RoundTrip,4,3,0,4,CTUKCH,Malaysia,1,1,1,4.72,0
26633,1,Internet,RoundTrip,39,3,5,1,CTUKCH,Malaysia,0,0,1,4.72,1
26634,2,Internet,RoundTrip,29,3,3,4,CTUKCH,Malaysia,0,1,0,4.72,0
26635,1,Internet,RoundTrip,7,3,2,2,CTUMEL,Australia,0,0,1,8.83,0
26636,3,Mobile,RoundTrip,156,3,14,3,CTUPEN,China,0,0,0,4.72,0
26637,1,Internet,RoundTrip,17,3,18,6,CTUPEN,Malaysia,1,0,1,4.72,0
26638,1,Internet,RoundTrip,126,3,14,5,CTUPEN,Malaysia,0,0,0,4.72,0
26639,1,Internet,RoundTrip,4,3,7,3,CTUPER,Australia,0,1,0,5.62,0
26640,1,Mobile,RoundTrip,2,3,10,6,CTUSIN,Singapore,0,0,0,4.72,0
26641,1,Internet,RoundTrip,34,3,14,6,CTUSIN,Singapore,0,0,0,4.72,0
26642,1,Internet,RoundTrip,91,3,8,5,CTUSIN,China,0,0,0,4.72,0
26643,1,Internet,RoundTrip,132,3,13,6,CTUSIN,China,0,0,0,4.72,0
26644,1,Internet,RoundTrip,70,3,23,4,CTUSYD,United States,1,1,1,8.58,1
26645,2,Internet,RoundTrip,105,3,11,3,CTUSYD,China,0,0,0,8.58,0
26646,1,Internet,RoundTrip,0,3,8,5,DACHND,Thailand,1,0,0,7.57,0
26647,1,Internet,RoundTrip,28,3,2,3,DACKIX,Japan,0,0,0,7.0,0
26648,1,Mobile,OneWay,33,3,10,5,DACSYD,Australia,1,0,1,8.58,0
26649,1,Internet,RoundTrip,23,3,13,2,DACSYD,Australia,1,1,1,8.58,0
26650,1,Internet,RoundTrip,47,3,8,1,DACTPE,Taiwan,1,1,1,4.67,0
26651,1,Internet,RoundTrip,10,3,9,5,DACTPE,Taiwan,1,0,1,4.67,0
26652,1,Internet,RoundTrip,87,3,12,7,DADMEL,Australia,0,1,1,8.83,0
26653,1,Internet,RoundTrip,13,3,4,2,DADOOL,Vietnam,1,1,0,8.83,0
26654,2,Internet,RoundTrip,120,3,10,4,DELDMK,Switzerland,0,1,0,5.52,0
26655,1,Internet,RoundTrip,22,3,15,7,DELDPS,India,0,0,0,5.52,0
26656,1,Internet,RoundTrip,53,3,21,3,DELHKG,India,0,1,0,5.52,0
26657,1,Internet,RoundTrip,18,3,14,1,DELHKT,India,0,0,0,5.52,0
26658,1,Internet,RoundTrip,59,3,13,1,DELHND,Japan,0,0,1,7.57,0
26659,2,Mobile,RoundTrip,24,3,2,4,DELJHB,India,0,0,0,5.52,0
26660,2,Internet,RoundTrip,394,3,0,3,DELKCH,Malaysia,0,0,0,5.52,0
26661,2,Internet,RoundTrip,37,3,11,3,DELLGK,India,0,0,0,5.52,0
26662,2,Internet,RoundTrip,131,3,7,2,DELLGK,India,0,0,0,5.52,0
26663,1,Mobile,RoundTrip,69,3,4,5,DELMEL,Australia,0,0,0,8.83,0
26664,2,Internet,RoundTrip,2,3,9,2,DELMEL,Australia,0,0,1,8.83,0
26665,1,Internet,RoundTrip,38,3,10,4,DELMEL,Australia,1,0,1,8.83,0
26666,1,Internet,RoundTrip,8,3,11,6,DELMFM,India,1,1,1,5.52,0
26667,1,Internet,RoundTrip,24,3,15,4,DELMFM,India,1,0,1,5.52,0
26668,1,Internet,RoundTrip,18,3,10,1,DELMNL,India,0,0,0,5.52,0
26669,1,Internet,RoundTrip,32,3,18,1,DELMNL,India,1,0,1,5.52,0
26670,2,Internet,RoundTrip,216,3,23,1,DELMNL,Philippines,1,0,0,5.52,1
26671,1,Mobile,RoundTrip,219,3,3,3,DELMNL,Philippines,1,1,1,5.52,1
26672,1,Internet,RoundTrip,49,3,6,5,DELMYY,Brunei,1,0,0,5.52,0
26673,1,Internet,RoundTrip,12,3,14,7,DELPEN,Malaysia,1,1,0,5.52,1
26674,1,Internet,RoundTrip,22,3,8,4,DELPEN,Malaysia,0,1,0,5.52,1
26675,1,Internet,RoundTrip,22,3,8,4,DELPEN,Malaysia,1,1,0,5.52,1
26676,3,Internet,RoundTrip,23,3,9,5,DELPEN,Malaysia,0,0,0,5.52,0
26677,3,Internet,RoundTrip,51,3,15,6,DELPER,India,0,0,1,5.62,0
26678,1,Internet,RoundTrip,0,3,6,7,DELREP,India,1,0,1,5.52,0
26679,1,Internet,RoundTrip,26,3,17,2,DELSGN,Vietnam,0,0,0,5.52,1
26680,1,Mobile,RoundTrip,420,3,9,5,DELSGN,India,0,0,0,5.52,0
26681,1,Internet,RoundTrip,226,3,16,3,DELSIN,India,0,0,0,5.52,0
26682,2,Internet,RoundTrip,220,3,10,4,DELSIN,India,0,0,0,5.52,0
26683,3,Internet,RoundTrip,52,3,10,2,DELSIN,Singapore,0,0,0,5.52,0
26684,1,Internet,RoundTrip,29,3,0,4,DELSUB,Indonesia,1,1,0,5.52,1
26685,2,Internet,RoundTrip,514,3,16,2,DELSYD,India,0,0,0,8.58,0
26686,1,Internet,RoundTrip,22,3,3,4,DELSYD,Malaysia,0,0,1,8.58,0
26687,1,Internet,RoundTrip,31,3,1,5,DMKHND,India,0,0,0,7.57,0
26688,2,Mobile,RoundTrip,20,3,4,5,DMKHND,Japan,0,0,1,7.57,0
26689,1,Internet,RoundTrip,40,3,5,5,DMKHND,Thailand,0,0,0,7.57,0
26690,3,Internet,RoundTrip,85,3,3,4,DMKHND,Thailand,1,0,0,7.57,1
26691,1,Internet,RoundTrip,38,3,12,4,DMKHND,Japan,0,0,0,7.57,0
26692,1,Internet,RoundTrip,147,3,4,2,DMKHND,Thailand,0,0,1,7.57,0
26693,1,Mobile,RoundTrip,7,3,7,1,DMKHND,Japan,1,0,1,7.57,0
26694,1,Mobile,RoundTrip,188,3,0,6,DMKHND,Japan,0,1,0,7.57,0
26695,2,Mobile,RoundTrip,42,3,15,2,DMKHND,Japan,0,0,0,7.57,0
26696,2,Internet,RoundTrip,48,3,18,4,DMKHND,Thailand,1,1,0,7.57,1
26697,1,Internet,RoundTrip,24,3,16,2,DMKHND,Japan,0,0,0,7.57,0
26698,1,Internet,RoundTrip,164,3,14,2,DMKHND,Japan,0,0,0,7.57,0
26699,1,Internet,RoundTrip,61,3,1,7,DMKHND,Japan,0,0,0,7.57,0
26700,2,Internet,RoundTrip,42,3,15,1,DMKHND,Japan,0,0,0,7.57,0
26701,1,Mobile,RoundTrip,10,3,11,4,DMKHND,Japan,0,0,0,7.57,0
26702,1,Internet,RoundTrip,31,3,8,2,DMKHND,Thailand,0,0,0,7.57,0
26703,1,Internet,RoundTrip,22,3,6,4,DMKHND,Japan,0,0,0,7.57,1
26704,1,Internet,RoundTrip,102,3,13,7,DMKHND,Thailand,0,0,0,7.57,1
26705,2,Mobile,RoundTrip,18,3,0,4,DMKHND,Japan,0,0,0,7.57,0
26706,2,Internet,RoundTrip,32,3,17,1,DMKHND,Japan,0,1,0,7.57,0
26707,1,Internet,RoundTrip,37,3,22,6,DMKHND,Japan,0,0,0,7.57,0
26708,2,Internet,RoundTrip,20,3,7,6,DMKHND,Thailand,1,1,1,7.57,0
26709,1,Internet,RoundTrip,15,3,13,4,DMKHND,Japan,0,0,0,7.57,0
26710,1,Internet,RoundTrip,88,3,4,6,DMKHND,Japan,1,0,1,7.57,1
26711,1,Internet,RoundTrip,11,3,8,1,DMKHND,Thailand,0,0,0,7.57,0
26712,5,Internet,RoundTrip,28,3,4,3,DMKHND,Thailand,1,0,0,7.57,0
26713,4,Internet,RoundTrip,53,3,13,4,DMKHND,Japan,1,1,0,7.57,1
26714,1,Mobile,RoundTrip,108,3,4,2,DMKHND,Japan,0,0,0,7.57,0
